184091 , 156476
191850 , 113363
145070 , 15068
140670 , 22897
119415 , 164702
78572 , 24049
17704 , 97080
174574 , 184015
51332 , 10155
40407 , 149168
142429 , 101360
86335 , 125262
136742 , 193489
126992 , 61556
81526 , 139820
126084 , 121655
127919 , 107309
121601 , 96380
164057 , 27459
99068 , 88707
182190 , 129239
34146 , 127855
155154 , 180004
12483 , 150753
69194 , 6903
169789 , 30200
132430 , 89740
118869 , 197064
11558 , 42812
156624 , 149070
55583 , 184985
77700 , 135175
31606 , 75447
96225 , 25389
194955 , 73762
154311 , 91162
97068 , 11687
60428 , 115305
10528 , 42329
172413 , 6513
46960 , 192976
50079 , 116261
78230 , 141092
186601 , 135738
168524 , 33707
54322 , 192521
97974 , 135210
107915 , 46821
30505 , 54461
85879 , 112424
74474 , 126655
199410 , 62826
186900 , 150734
121461 , 96573
82255 , 148763
114548 , 183820
148919 , 67927
172078 , 140994
193135 , 175823
41334 , 193633
1851 , 110416
143939 , 140418
16370 , 102777
11823 , 168086
192709 , 63913
131078 , 195451
25559 , 5038
25126 , 62157
119590 , 136387
88996 , 49601
185904 , 52649
167326 , 52334
198989 , 169197
58866 , 73388
140941 , 49051
138221 , 122723
179844 , 120537
168210 , 50826
126989 , 155081
43849 , 99189
149409 , 144326
64787 , 67065
105810 , 181890
186947 , 69899
174474 , 6314
116264 , 50333
83349 , 81317
159445 , 112682
58389 , 171509
84898 , 46707
140628 , 95082
76624 , 199307
154629 , 166479
24580 , 161207
55382 , 146221
193176 , 85244
32982 , 74069
546 , 138876
110504 , 178725
32845 , 185445
175320 , 164493
172853 , 80387
162921 , 188783
106831 , 193299
114072 , 51798
7222 , 3907
177944 , 63500
137244 , 48546
181705 , 199190
3450 , 37438
22599 , 92312
8212 , 198656
58089 , 4913
27342 , 107816
114909 , 125494
160382 , 131407
136043 , 37117
139890 , 97241
32229 , 123761
135256 , 123975
18827 , 17585
92496 , 135902
151042 , 191380
185238 , 199990
153397 , 96674
79809 , 113968
51202 , 183981
159251 , 108967
93725 , 65540
94862 , 100580
60920 , 48848
142528 , 98148
167958 , 20432
135840 , 46732
112273 , 63506
23116 , 46379
182412 , 161374
198877 , 85922
151551 , 43831
87788 , 122859
182037 , 155991
147126 , 148985
76530 , 174498
75465 , 83681
163619 , 26164
160581 , 121051
86725 , 135066
119878 , 39461
30890 , 73532
98261 , 163639
177661 , 51129
101392 , 42527
197046 , 69970
134569 , 130034
169819 , 40200
40233 , 78884
43491 , 69960
177596 , 73419
119924 , 87768
153584 , 98842
166494 , 185961
71029 , 152217
28881 , 77277
127308 , 153163
12923 , 103414
51998 , 157872
113616 , 194544
173524 , 117342
180968 , 36476
141873 , 124142
113754 , 29865
139228 , 893
192294 , 81172
159746 , 140281
101690 , 8805
9227 , 3012
151287 , 106683
4771 , 3028
18512 , 128302
194537 , 98041
100631 , 2997
29287 , 178155
165357 , 20763
180915 , 67900
66725 , 129626
54541 , 66081
10356 , 146620
88816 , 167786
138642 , 149938
11455 , 183580
16417 , 105291
194166 , 112855
168213 , 21141
172427 , 34241
134587 , 170548
179215 , 56823
167624 , 151145
193545 , 46314
59713 , 81024
80851 , 65771
98739 , 11645
23476 , 131557
17926 , 126109
187498 , 96030
161531 , 105887
44105 , 5871
161973 , 85992
199802 , 139144
176928 , 180258
151987 , 175710
24668 , 58535
170493 , 76781
198682 , 176959
46899 , 172580
151059 , 83552
73471 , 97163
102689 , 111849
164772 , 164586
168235 , 113280
179585 , 169025
151768 , 72386
68407 , 120981
196724 , 36097
97828 , 94935
55882 , 126105
116693 , 185177
43756 , 189389
135789 , 158202
179397 , 146006
179719 , 150539
170857 , 189305
37061 , 146946
150791 , 53649
76634 , 154685
50294 , 37699
144892 , 148161
20102 , 81337
16462 , 4328
11775 , 136642
87500 , 115570
59558 , 95177
30347 , 44933
162935 , 102669
191617 , 86492
4155 , 12393
124786 , 137203
187507 , 52671
143731 , 37845
93286 , 465
97786 , 60040
193491 , 94726
103216 , 174060
136399 , 21190
61060 , 157473
26866 , 142236
31034 , 97775
79749 , 8913
129096 , 87287
193122 , 23282
178852 , 84145
199568 , 187879
91977 , 139870
70158 , 46806
157399 , 82466
132892 , 106225
49294 , 146290
21363 , 57776
