82466 , 2961
43726 , 240
31700 , 63478
86317 , 81282
6439 , 93321
17304 , 34669
75415 , 91467
19686 , 23360
56476 , 59127
87965 , 24355
56011 , 22564
84680 , 67538
14162 , 96698
14012 , 77122
82424 , 39664
84169 , 19592
66200 , 47413
38657 , 10222
55321 , 82735
4176 , 85379
28051 , 91650
12424 , 8411
7212 , 54430
13982 , 87350
22911 , 59526
95420 , 21674
81052 , 97045
30231 , 71329
82970 , 69875
39682 , 55775
48143 , 98103
34655 , 2670
56958 , 57095
4015 , 62981
85724 , 72070
72277 , 61550
87187 , 87617
83673 , 42217
99708 , 95634
16987 , 26493
78830 , 68205
23807 , 30959
8198 , 94713
80029 , 73045
32594 , 959
66251 , 78251
93954 , 5194
85473 , 15452
43112 , 3797
40667 , 53789
38436 , 47319
57553 , 34076
33051 , 56476
91245 , 12311
69342 , 75552
95602 , 18063
17361 , 42277
12704 , 67461
62599 , 975
55438 , 25043
56338 , 84936
8865 , 85108
68236 , 1489
86283 , 66342
86285 , 82289
69282 , 95002
89562 , 82668
13780 , 59718
38108 , 76781
5026 , 31417
69055 , 64
2854 , 60621
76336 , 74042
81816 , 11813
39468 , 92071
82678 , 64174
76487 , 74026
22803 , 59859
67395 , 70534
91711 , 98320
71797 , 61202
5231 , 2324
44541 , 4576
88657 , 45236
20610 , 9059
31781 , 8419
23487 , 75310
11796 , 28446
23423 , 37341
28314 , 62056
55992 , 57058
45856 , 92708
82162 , 99147
99452 , 70897
29 , 14971
18614 , 12578
28459 , 42245
68537 , 71885
68806 , 44818
8361 , 92899
86580 , 70962
21224 , 1428
89623 , 96057
44151 , 38316
29248 , 25013
98129 , 48505
17606 , 89457
26949 , 80703
72759 , 65764
87032 , 7071
67499 , 34779
20165 , 80272
76396 , 85217
14832 , 75663
34981 , 20767
81495 , 60306
2158 , 34486
92458 , 93596
19214 , 79536
44102 , 51603
47870 , 96056
69488 , 49712
69490 , 16581
12419 , 19328
50831 , 16439
95106 , 19665
64024 , 17257
69045 , 4893
59133 , 32323
47299 , 38534
46816 , 6076
19309 , 21509
71308 , 8709
48686 , 74790
28808 , 59517
32880 , 47335
20051 , 59561
6369 , 91588
7510 , 5064
53734 , 74582
19813 , 78925
97085 , 97294
91762 , 69408
20316 , 24524
91745 , 20824
81665 , 39756
75977 , 5849
91996 , 14209
93765 , 54848
47839 , 15046
36174 , 19943
26842 , 74889
12687 , 10010
22249 , 60002
63516 , 95758
77856 , 73244
44753 , 82361
62585 , 80012
91466 , 77620
74270 , 9928
92157 , 64293
51122 , 65240
47606 , 50006
86460 , 44471
42300 , 52664
28627 , 87367
86375 , 80330
65313 , 93811
73045 , 29649
73086 , 23209
34661 , 68521
35182 , 37045
13848 , 40124
78022 , 12785
9862 , 49107
58422 , 14632
52089 , 96434
63392 , 42994
1513 , 60032
9705 , 21350
91438 , 464
78644 , 77
68913 , 59811
69418 , 60313
73500 , 6827
61644 , 93514
60049 , 46947
94528 , 90937
17498 , 71671
25095 , 93169
92398 , 71681
77058 , 42498
85242 , 30728
23445 , 51156
48151 , 4992
52233 , 10017
75045 , 54160
86687 , 76609
42033 , 92923
50152 , 6441
1147 , 21810
5890 , 89142
56228 , 99880
93078 , 69573
63355 , 51486
71527 , 44138
28880 , 70985
26613 , 62259
22946 , 29398
4090 , 37942
37957 , 48864
33926 , 10554
59573 , 5287
48837 , 16893
25054 , 11058
15101 , 77737
70991 , 87937
56850 , 53751
32381 , 2006
79835 , 4301
83701 , 10341
93034 , 28067
74077 , 89371
735 , 49159
16430 , 76332
41356 , 99723
62831 , 81739
67939 , 99679
51426 , 41039
2173 , 26683
51538 , 35499
31572 , 58867
98799 , 24939
25849 , 11845
24134 , 33722
27591 , 17909
69320 , 87405
1416 , 19970
58586 , 91656
3111 , 21058
66420 , 85655
14915 , 4894
84255 , 99241
73965 , 88611
13923 , 639
15623 , 99149
82385 , 76614
65788 , 2958
34554 , 92077
85788 , 98184
26606 , 80956
79765 , 46496
61902 , 25561
79376 , 80459
67652 , 71530
34395 , 25071
31057 , 6996
91944 , 35496
27329 , 59416
2821 , 7656
72952 , 20687
27343 , 29436
28458 , 98037
90186 , 35307
56517 , 11031
67060 , 70843
56197 , 83470
99334 , 65881
43820 , 76104
54473 , 36438
40703 , 68688
33762 , 71988
14092 , 35569
13451 , 97294
47217 , 57543
49603 , 11173
32045 , 31614
28448 , 11507
24465 , 60999
55546 , 45529
21657 , 63964
97708 , 44597
97627 , 16812
59504 , 60305
18412 , 28345
58622 , 54829
76875 , 46340
98175 , 84638
63021 , 97040
26725 , 26632
2307 , 91745
61023 , 78450
6539 , 66549
17944 , 50858
84955 , 62751
16554 , 28268
90190 , 88452
57374 , 45828
6025 , 45328
15556 , 19598
6324 , 20525
89180 , 70422
54647 , 7334
27116 , 69967
14052 , 6469
56423 , 59217
32042 , 78567
78774 , 84872
95682 , 87058
31530 , 37793
13128 , 76250
61539 , 40778
85884 , 63807
38213 , 17629
71395 , 43048
10091 , 20924
10144 , 46818
59944 , 96868
36351 , 88454
48070 , 8463
51792 , 25107
8407 , 67902
6443 , 51981
50821 , 7785
948 , 15721
40650 , 44816
88404 , 67238
65681 , 10393
83375 , 85724
88651 , 68245
38168 , 65984
97197 , 62252
34657 , 43371
48828 , 11092
49889 , 7115
59393 , 20050
51108 , 4780
31785 , 25494
46398 , 55775
87370 , 94161
92891 , 39574
88450 , 83719
10360 , 83686
91044 , 6985
75458 , 52532
18155 , 37026
65587 , 7954
47535 , 83162
43750 , 94799
13528 , 89972
49209 , 50071
46408 , 77941
25941 , 89720
74512 , 22190
90005 , 87420
90701 , 18692
83206 , 39401
42717 , 66816
74607 , 23049
58168 , 86523
28287 , 39751
7374 , 91894
46167 , 2309
32763 , 25500
94740 , 33003
62120 , 38902
1534 , 78106
44506 , 62310
95633 , 66416
33202 , 13631
58293 , 27939
9238 , 9716
33667 , 37943
2735 , 18648
89844 , 35067
40601 , 81491
53278 , 452
46791 , 2886
19197 , 45898
4444 , 19549
70431 , 53245
19988 , 34658
10613 , 40170
16674 , 20037
19819 , 61990
5555 , 80398
88031 , 90385
52015 , 8898
43868 , 62422
78814 , 35283
32220 , 20196
58912 , 90445
42067 , 67068
23988 , 2007
11284 , 50983
67992 , 67144
78469 , 32234
53838 , 74972
71118 , 402
18387 , 49158
19870 , 90930
34912 , 12383
61180 , 63885
75911 , 22749
48276 , 88862
92389 , 62406
84261 , 28180
46247 , 78194
68593 , 37548
42984 , 55453
98806 , 94727
35895 , 3954
8502 , 53349
76085 , 37146
22511 , 81086
51868 , 92052
55335 , 95489
55696 , 9146
2449 , 59065
59965 , 79203
55383 , 10190
10282 , 26628
71677 , 86157
90641 , 9881
99379 , 50836
41270 , 6624
54155 , 77794
71909 , 46276
4137 , 31919
10820 , 60543
65396 , 5176
77182 , 8205
41241 , 85793
61340 , 15260
7198 , 52092
55556 , 44318
38336 , 32929
69733 , 85907
45847 , 92470
95897 , 5151
321 , 88723
66202 , 210
2000 , 37444
14730 , 29037
23102 , 28681
89054 , 30909
49449 , 57580
20757 , 23817
40620 , 11809
33094 , 30175
83162 , 29788
53510 , 27722
27840 , 4874
3654 , 98939
32075 , 29755
66474 , 38566
90588 , 58258
83321 , 80855
54468 , 52683
27041 , 85913
12034 , 79087
35868 , 82596
59314 , 76612
14973 , 12877
50203 , 1254
48912 , 94762
97225 , 19897
45472 , 65127
31660 , 59057
36825 , 46545
18622 , 50433
80553 , 88294
90614 , 26875
1881 , 74667
46679 , 73009
44006 , 9989
48645 , 40140
71441 , 27922
14635 , 91192
21001 , 64865
95287 , 43680
15260 , 58052
75082 , 3110
4383 , 21435
31423 , 60916
25282 , 66313
56624 , 53484
44004 , 65750
41295 , 7223
52546 , 45668
97999 , 11822
28161 , 64474
37400 , 78304
37843 , 67618
32750 , 94232
40488 , 70228
39460 , 16076
82239 , 68942
75248 , 38115
19247 , 62244
14268 , 23584
16479 , 99405
99932 , 45916
71784 , 59188
56881 , 47401
57427 , 66439
9453 , 13413
26222 , 12390
81232 , 21449
82632 , 69656
81956 , 48760
73182 , 20507
19337 , 21556
65467 , 27960
79661 , 11612
79584 , 61635
25659 , 30552
65351 , 1614
8647 , 68285
2716 , 42761
90201 , 69987
74286 , 93724
22782 , 34933
75491 , 94409
83034 , 74749
97535 , 95107
76963 , 40288
62193 , 33141
95998 , 89649
33330 , 79303
36544 , 66439
78164 , 48365
65311 , 53982
59737 , 44336
17026 , 71829
44516 , 23698
99130 , 69636
57960 , 35952
2197 , 86283
68530 , 97993
3445 , 75140
62217 , 43306
95823 , 36899
46477 , 36079
93254 , 65184
52921 , 80498
89455 , 44253
81932 , 56638
54826 , 7149
56741 , 75341
33031 , 70583
63050 , 17775
10758 , 57942
30640 , 2647
37017 , 71620
10566 , 5588
45723 , 71753
66658 , 31628
53668 , 72896
4197 , 73926
47219 , 72763
25930 , 51155
34135 , 68040
90687 , 56779
34725 , 97300
4975 , 8923
68719 , 13059
11818 , 89530
82341 , 7440
1423 , 21592
6731 , 89994
59269 , 99711
95993 , 86804
99262 , 865
44669 , 62558
69617 , 25383
69376 , 50582
9043 , 23796
11468 , 67274
31925 , 44721
18399 , 24373
90222 , 55962
23062 , 16590
30313 , 188
65197 , 49007
64850 , 58665
14251 , 53799
94254 , 33908
9707 , 85099
99699 , 56166
88317 , 25549
51185 , 4677
68529 , 18897
15030 , 16228
23654 , 74857
2634 , 39022
22797 , 86121
17845 , 25873
6092 , 38133
49102 , 51371
95278 , 37885
32103 , 19646
56523 , 91906
84474 , 6814
14750 , 53912
14881 , 8784
70451 , 73008
14435 , 8592
88728 , 16277
66850 , 28610
38239 , 64369
81305 , 29287
28061 , 15355
42611 , 81701
6604 , 32050
57654 , 93883
4754 , 41106
33503 , 23024
46843 , 35802
10891 , 57526
74253 , 87749
45402 , 28762
1777 , 94468
79523 , 70356
66113 , 76006
45206 , 6173
54238 , 96501
65183 , 27078
43327 , 76771
35695 , 49757
49991 , 54853
19759 , 72520
79751 , 13636
5126 , 54066
13699 , 52273
5852 , 25663
34363 , 46800
22389 , 52750
11305 , 7150
73686 , 96783
90062 , 89826
32182 , 11476
63854 , 48760
8414 , 92442
52674 , 22470
46582 , 16592
68051 , 92520
84627 , 92020
69731 , 56683
45661 , 15050
92086 , 12770
68880 , 60974
43903 , 45874
96114 , 58482
45277 , 29645
13609 , 48496
9138 , 71159
3082 , 23859
6974 , 41730
89626 , 11099
65103 , 54940
20988 , 1245
89058 , 79578
38644 , 75872
89852 , 69941
19076 , 64752
5125 , 30276
67392 , 72060
54471 , 83469
17495 , 35593
56010 , 81710
92064 , 19014
45469 , 31428
49671 , 69321
36954 , 67117
51985 , 5559
2047 , 9566
805 , 98397
64365 , 12998
58230 , 77836
13928 , 51700
21994 , 46058
94646 , 57721
58248 , 73256
90555 , 95584
51147 , 55470
72216 , 95781
21232 , 84911
47081 , 54306
50471 , 87369
44816 , 41393
30569 , 93249
53588 , 42663
65003 , 59521
98260 , 66281
25497 , 77694
65555 , 45461
95065 , 98074
83083 , 46075
80628 , 70133
29761 , 49446
5727 , 47936
91220 , 2377
83735 , 62036
63951 , 64413
14846 , 97937
91167 , 62403
68149 , 58341
32615 , 91246
59135 , 36421
42922 , 71544
16144 , 44140
39088 , 40355
86053 , 67492
18124 , 96014
97356 , 7220
56917 , 41506
46435 , 96467
30631 , 27985
22434 , 92160
617 , 31700
96482 , 16003
13603 , 10927
58642 , 11672
80376 , 77949
40965 , 1736
97791 , 93945
87956 , 29431
68995 , 42867
49208 , 60009
81822 , 66771
71194 , 6920
12614 , 75449
45763 , 19290
61730 , 9429
23760 , 4036
18390 , 24129
40682 , 36151
38710 , 66619
83582 , 50418
32908 , 27776
62510 , 77884
62706 , 24713
34973 , 95112
66612 , 79955
44402 , 40476
67380 , 81324
47945 , 87776
93967 , 72928
30742 , 83824
81764 , 26888
42512 , 62321
39239 , 95393
27175 , 70455
86896 , 77337
28563 , 73662
29045 , 26964
4570 , 1990
50053 , 39000
35616 , 91176
33973 , 63600
94718 , 71891
44447 , 55987
78730 , 67100
70697 , 90717
67563 , 77940
67787 , 30701
